,date,high,low,open,close,volume,adjclose,formatted_date
0,865137600,1.7083330154418945,1.375,1.5104169845581055,1.5416669845581055,53163600,1.5416669845581055,1997-06-01
1,867729600,2.5729169845581055,1.5104169845581055,1.5416669845581055,2.3958330154418945,108614400,2.3958330154418945,1997-07-01
2,870408000,2.4166669845581055,1.9375,2.34375,2.3385419845581055,31906800,2.3385419845581055,1997-08-01
3,873086400,4.8125,2.3125,2.34375,4.3385419845581055,107862000,4.3385419845581055,1997-09-01
4,875678400,5.5,3.5208330154418945,4.4375,5.0833330154418945,105187200,5.0833330154418945,1997-10-01
5,878360400,5.21875,3.6666669845581055,5.21875,4.125,67797600,4.125,1997-11-01
6,880952400,5.0416669845581055,4.1354169845581055,4.2395830154418945,5.0208330154418945,64982400,5.0208330154418945,1997-12-01
7,883630800,5.34375,4.1458330154418945,5.0,4.9166669845581055,112080000,4.9166669845581055,1998-01-01
8,886309200,6.6354169845581055,4.7708330154418945,4.9479169845581055,6.4166669845581055,130621200,6.4166669845581055,1998-02-01
9,888728400,7.3541669845581055,5.8333330154418945,6.3229169845581055,7.127604007720947,206818800,7.127604007720947,1998-03-01
10,891406800,8.333333015441895,6.4270830154418945,7.1041669845581055,7.6458330154418945,354868800,7.6458330154418945,1998-04-01
11,893995200,7.9895830154418945,6.6458330154418945,7.7291669845581055,7.34375,174870000,7.34375,1998-05-01
12,896673600,17.458332061767578,6.875,7.3333330154418945,16.625,583878600,16.625,1998-06-01
13,899265600,24.5,15.708333015441895,16.96875,18.479167938232422,663946800,18.479167938232422,1998-07-01
14,901944000,22.916667938232422,13.854166984558105,18.291667938232422,13.958333015441895,440607600,13.958333015441895,1998-08-01
15,904622400,20.0,10.833333015441895,12.6875,18.604167938232422,677835600,18.604167938232422,1998-09-01
16,907214400,21.635417938232422,13.333333015441895,18.0,21.072917938232422,504444600,21.072917938232422,1998-10-01
17,909896400,38.85416793823242,20.125,21.354167938232422,32.0,651789600,32.0,1998-11-01
