,date,high,low,open,close,volume,adjclose,formatted_date
0,863409600,2.5,1.7083330154418945,2.4375,1.7291669845581055,86856000,1.7291669845581055,1997-05-12
1,864014400,1.7708330154418945,1.3125,1.7604169845581055,1.5,58141200,1.5,1997-05-19
2,864619200,1.6458330154418945,1.4583330154418945,1.5104169845581055,1.5,19339200,1.5,1997-05-26
3,865224000,1.7083330154418945,1.375,1.5104169845581055,1.65625,18334800,1.65625,1997-06-02
4,865828800,1.7083330154418945,1.53125,1.65625,1.5833330154418945,11324400,1.5833330154418945,1997-06-09
5,866433600,1.6041669845581055,1.4947919845581055,1.6041669845581055,1.5260419845581055,12475200,1.5260419845581055,1997-06-16
6,867038400,1.5416669845581055,1.4791669845581055,1.5416669845581055,1.4895830154418945,8282400,1.4895830154418945,1997-06-23
7,867643200,1.9166669845581055,1.4791669845581055,1.5104169845581055,1.9114580154418945,20498400,1.9114580154418945,1997-06-30
8,868248000,2.5729169845581055,1.8333330154418945,1.8333330154418945,2.2916669845581055,51415200,2.2916669845581055,1997-07-07
9,868852800,2.4947919845581055,2.1145830154418945,2.3229169845581055,2.15625,20852400,2.15625,1997-07-14
10,869457600,2.3333330154418945,2.0625,2.1770830154418945,2.2291669845581055,7234800,2.2291669845581055,1997-07-21
11,870062400,2.5052080154418945,2.21875,2.2291669845581055,2.4166669845581055,14948400,2.4166669845581055,1997-07-28
12,870667200,2.4114580154418945,2.1041669845581055,2.375,2.2916669845581055,11192400,2.2916669845581055,1997-08-04
13,871272000,2.3333330154418945,1.9375,2.2916669845581055,2.1145830154418945,5040000,2.1145830154418945,1997-08-11
14,871876800,2.2083330154418945,1.96875,2.0520830154418945,2.125,5124000,2.125,1997-08-18
15,872481600,2.3958330154418945,2.1041669845581055,2.1041669845581055,2.3385419845581055,6962400,2.3385419845581055,1997-08-25
16,873086400,2.6666669845581055,2.3125,2.34375,2.5,7952400,2.5,1997-09-01
17,873691200,3.6979169845581055,2.5,2.53125,3.6875,26082000,3.6875,1997-09-08
18,874296000,4.0833330154418945,3.0520830154418945,3.6666669845581055,3.9479169845581055,25681200,3.9479169845581055,1997-09-15
19,874900800,4.8125,3.9479169845581055,4.0,4.1666669845581055,40520400,4.1666669845581055,1997-09-22
20,875505600,4.5,3.8020830154418945,4.1458330154418945,4.015625,15666000,4.015625,1997-09-29
21,876110400,4.1875,3.6666669845581055,4.0,3.9010419845581055,14314800,3.9010419845581055,1997-10-06
22,876715200,4.1041669845581055,3.5208330154418945,3.9270830154418945,3.625,10732800,3.625,1997-10-13
23,877320000,5.0625,3.6666669845581055,3.6770830154418945,5.0260419845581055,37365600,5.0260419845581055,1997-10-20
24,877928400,5.5,3.875,4.8020830154418945,5.0833330154418945,34734000,5.0833330154418945,1997-10-27
25,878533200,5.21875,4.3854169845581055,5.21875,4.4791669845581055,12998400,4.4791669845581055,1997-11-03
26,879138000,4.5625,3.6666669845581055,4.5,4.1666669845581055,25920000,4.1666669845581055,1997-11-10
27,879742800,4.6041669845581055,4.21875,4.2291669845581055,4.4895830154418945,20320800,4.4895830154418945,1997-11-17
28,880347600,4.4166669845581055,4.0416669845581055,4.375,4.125,8558400,4.125,1997-11-24
29,880952400,4.59375,4.1354169845581055,4.2395830154418945,4.59375,10635600,4.59375,1997-12-01
30,881557200,4.8333330154418945,4.3958330154418945,4.5416669845581055,4.5416669845581055,15230400,4.5416669845581055,1997-12-08
31,882162000,4.6666669845581055,4.1666669845581055,4.5833330154418945,4.5,17479200,4.5,1997-12-15
32,882766800,4.78125,4.4322919845581055,4.5,4.5208330154418945,8353200,4.5208330154418945,1997-12-22
33,883371600,5.0416669845581055,4.53125,4.5833330154418945,4.9583330154418945,14944800,4.9583330154418945,1997-12-29
34,883976400,4.9375,4.2291669845581055,4.8854169845581055,4.2604169845581055,23149200,4.2604169845581055,1998-01-05
35,884581200,5.0104169845581055,4.1458330154418945,4.1666669845581055,4.7916669845581055,31806000,4.7916669845581055,1998-01-12
36,885186000,5.34375,4.8125,4.8229169845581055,4.9375,32796000,4.9375,1998-01-19
37,885790800,5.0625,4.625,4.9791669845581055,4.9166669845581055,22668000,4.9166669845581055,1998-01-26
38,886395600,5.25,4.875,4.9479169845581055,4.90625,20532000,4.90625,1998-02-02
39,887000400,5.4635419845581055,4.7708330154418945,4.9166669845581055,5.1875,32853600,5.1875,1998-02-09
40,887605200,5.2916669845581055,5.0520830154418945,5.21875,5.2708330154418945,12487200,5.2708330154418945,1998-02-16
41,888210000,6.6354169845581055,5.2083330154418945,5.2916669845581055,6.4166669845581055,64748400,6.4166669845581055,1998-02-23
42,888814800,6.515625,5.8333330154418945,6.3229169845581055,6.3958330154418945,44175600,6.3958330154418945,1998-03-02
43,889419600,7.3541669845581055,6.3958330154418945,6.40625,6.5572919845581055,76477200,6.5572919845581055,1998-03-09
44,890024400,7.2916669845581055,6.4895830154418945,6.6302080154418945,7.0,38600400,7.0,1998-03-16
45,890629200,7.2604169845581055,6.625,6.9635419845581055,7.0833330154418945,35499600,7.0833330154418945,1998-03-23
46,891234000,8.0625,6.9791669845581055,7.15625,7.75,54854400,7.75,1998-03-30
47,891835200,8.0,7.0625,7.8541669845581055,7.9375,50007600,7.9375,1998-04-06
48,892440000,8.333333015441895,7.6666669845581055,7.90625,7.90625,61776000,7.90625,1998-04-13
49,893044800,8.291666984558105,6.7083330154418945,7.9479169845581055,7.0729169845581055,57674400,7.0729169845581055,1998-04-20
50,893649600,8.291666984558105,6.4270830154418945,6.9479169845581055,7.875,151929600,7.875,1998-04-27
51,894254400,7.9895830154418945,7.3541669845581055,7.9166669845581055,7.6979169845581055,39853200,7.6979169845581055,1998-05-04
